capacity,eightd_has_key_dispenser,electric_bike_surcharge_waiver,external_id,has_kiosk,lat,lon,name,region_id,short_name,station_id,station_type
15,false,false,a3761e59-db36-4b61-8bb3-8d523af69b96,true,39.00048,-77.00077,Garland Ave & Walden Rd,44,32082,a3761e59-db36-4b61-8bb3-8d523af69b96,classic
19,false,false,68eaf9f5-7b2d-4f60-9f02-9f5ba1103f80,true,38.96577499342219,-77.06862643361092,Broad Branch Rd & Northampton St NW,42,31422,68eaf9f5-7b2d-4f60-9f02-9f5ba1103f80,classic
15,false,false,066fd95e-0d37-4eea-a027-88c04277bb9d,true,38.932242581555066,-76.9961330294609,7th & Monroe St NE,42,31534,066fd95e-0d37-4eea-a027-88c04277bb9d,classic
15,false,false,0825df01-1f3f-11e7-bf6b-3863bb334450,true,39.103091,-77.196442,Medical Center Dr & Key West Ave,43,32041,0825df01-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,0826380c-1f3f-11e7-bf6b-3863bb334450,true,38.970046,-77.338686,North Shore & Cameron Crescent Dr/Crescent Apartments,104,32209,0826380c-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0a5dbbe0-1325-49af-9fca-f0748ca06dc0,true,38.864838,-77.056873,Army Navy Dr & Fern St,41,31936,0a5dbbe0-1325-49af-9fca-f0748ca06dc0,classic
19,false,false,5dfab137-f65a-41c0-99ef-d58f29a735b2,true,38.9523,-77.361466,Reston Town Center Metro South,104,32258,5dfab137-f65a-41c0-99ef-d58f29a735b2,classic
12,false,false,1874573898176678104,true,38.846972,-77.303349,Blenheim Blvd & North St,,32278,1874573898176678104,classic
15,false,false,987decdd-577d-4614-a6eb-307944a634b4,true,38.908391,-76.843263,1301 McCormick Dr / Wayne K. Curry Admin Bldg,133,32400,987decdd-577d-4614-a6eb-307944a634b4,classic
15,false,false,08259c89-1f3f-11e7-bf6b-3863bb334450,true,38.982456,-77.091991,47th & Elm St,44,32021,08259c89-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,0825213e-1f3f-11e7-bf6b-3863bb334450,true,38.88397,-77.10783,Central Library / Quincy St & 10th St N,41,31025,0825213e-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,0824773f-1f3f-11e7-bf6b-3863bb334450,true,38.923203,-77.047637,Calvert & Biltmore St NW,42,31106,0824773f-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,08255063-1f3f-11e7-bf6b-3863bb334450,true,38.908142,-77.038359,17th St & Massachusetts Ave NW,42,31267,08255063-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,082644bc-1f3f-11e7-bf6b-3863bb334450,true,38.90293157359119,-76.99840486049652,6th & K St NE,42,31645,082644bc-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,082569e6-1f3f-11e7-bf6b-3863bb334450,true,38.867262,-77.072315,Columbia Pike & S Orme St,41,31066,082569e6-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,7a19d0e7-2b3c-4805-b843-1aec84a05bfe,true,38.91261359469192,-77.07432264076488,Reservoir Rd & 38th St NW,42,31325,7a19d0e7-2b3c-4805-b843-1aec84a05bfe,classic
19,false,false,1917259666206632502,true,38.766946,-77.168902,Franconia-Springfield Metro North,,32289,1917259666206632502,classic
12,false,false,85c2fb24-d241-4550-8968-2cdf85462af7,true,38.93051,-77.345874,Soapstone Dr Convenience Center,104,32253,85c2fb24-d241-4550-8968-2cdf85462af7,classic
11,false,false,a77b8993-6d68-425e-a37a-0e613a7cb17a,true,38.87857249314831,-77.23076596856116,Merrilee Dr & Lauren Elizabeth Lane,104,32234,a77b8993-6d68-425e-a37a-0e613a7cb17a,classic
15,false,false,08257325-1f3f-11e7-bf6b-3863bb334450,true,38.985404,-77.023082,Fenton St & New York Ave ,44,32001,08257325-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0826345e-1f3f-11e7-bf6b-3863bb334450,true,38.929261,-77.240654,Spring Hill Metro,104,32200,0826345e-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,e823318f-8406-4230-8072-1667f5de78d4,true,38.953691,-77.359717,Reston Town Center Metro North,104,32243,e823318f-8406-4230-8072-1667f5de78d4,classic
15,false,false,0825201c-1f3f-11e7-bf6b-3863bb334450,true,38.928743,-77.012457,1st & Washington Hospital Center NW,42,31507,0825201c-1f3f-11e7-bf6b-3863bb334450,classic
17,false,false,ebbf6e18-684d-4fc9-ad4d-c025b8d76556,true,38.965742,-76.954803,Prince George's Plaza Metro,133,32420,ebbf6e18-684d-4fc9-ad4d-c025b8d76556,classic
15,false,false,cdeeb133-ccd7-418f-a8d7-0b5c5380a8ae,true,38.815842,-77.110014,N Howard St & Taney Ave,40,31943,cdeeb133-ccd7-418f-a8d7-0b5c5380a8ae,classic
11,false,false,0825b2e7-1f3f-11e7-bf6b-3863bb334450,true,38.977093,-77.094589,Offutt Ln & Chevy Chase Dr,44,32029,0825b2e7-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,bed9b757-0df2-4a97-a6ac-415db00e82c8,true,38.89595455700754,-76.9678448436025,Kingman Island/The Fields at RFK,42,31716,bed9b757-0df2-4a97-a6ac-415db00e82c8,classic
15,false,false,0825e4d5-1f3f-11e7-bf6b-3863bb334450,true,38.84065400672152,-77.08865851163864,S Randolph St & Campbell Ave,41,31076,0825e4d5-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,0825f2b1-1f3f-11e7-bf6b-3863bb334450,true,38.984691,-77.094537,Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,44,32048,0825f2b1-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,082518eb-1f3f-11e7-bf6b-3863bb334450,true,38.896544,-76.96012,Anacostia Ave & Benning Rd NE / River Terrace ,42,31708,082518eb-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0824eba7-1f3f-11e7-bf6b-3863bb334450,true,38.893438,-77.076389,Clarendon Blvd & Pierce St,41,31016,0824eba7-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,1b55b8fa-73d6-4076-98e5-9f177d22958e,true,39.105642,-77.20386,Key West Ave & Great Seneca Hwy,43,32070,1b55b8fa-73d6-4076-98e5-9f177d22958e,classic
12,false,false,0136af02-2670-4042-b5cd-18b46c15c0c1,true,38.95866,-77.361516,Market St & St Francis St,104,32242,0136af02-2670-4042-b5cd-18b46c15c0c1,classic
15,false,false,08254dee-1f3f-11e7-bf6b-3863bb334450,true,38.84232,-77.089555,S Arlington Mill Dr & Campbell Ave,41,31060,08254dee-1f3f-11e7-bf6b-3863bb334450,classic
35,false,false,082522f0-1f3f-11e7-bf6b-3863bb334450,true,38.888774,-77.028694,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42,31248,082522f0-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,d72b1790-0fea-4af8-9d2a-fd4d4db24d1a,true,38.82373,-77.00223,Livingston Rd & 3rd St SE,42,31818,d72b1790-0fea-4af8-9d2a-fd4d4db24d1a,classic
15,false,false,ee2cb739-9118-4069-b4f7-435ef53db537,true,38.883132,-76.950009,37th & Ely Pl SE,42,31715,ee2cb739-9118-4069-b4f7-435ef53db537,classic
25,false,false,0824c229-1f3f-11e7-bf6b-3863bb334450,true,38.890461,-76.988355,Lincoln Park / 13th & East Capitol St NE ,42,31619,0824c229-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,08252530-1f3f-11e7-bf6b-3863bb334450,true,38.89593,-77.089006,Langston Blvd & N Adams St,41,31030,08252530-1f3f-11e7-bf6b-3863bb334450,classic
17,false,false,83c9bc80-bc42-4e5d-9f5e-6c24812e6e37,true,38.895068,-77.07386,Wilson Blvd & N Oak St,41,31939,83c9bc80-bc42-4e5d-9f5e-6c24812e6e37,classic
12,false,false,c98241f4-a3c0-4eb8-86bd-dd057baa0192,true,38.963782,-77.349764,N Shore Dr & Wainwright Dr,104,32259,c98241f4-a3c0-4eb8-86bd-dd057baa0192,classic
15,false,false,10d57c0d-6f3c-45d1-8a12-eda5665e213c,true,39.006191,-76.891247,Crescent Rd & Ridge Rd,133,32425,10d57c0d-6f3c-45d1-8a12-eda5665e213c,classic
11,false,false,082480f1-1f3f-11e7-bf6b-3863bb334450,true,38.901385,-76.941877,Nannie Helen Burroughs & Minnesota Ave NE,42,31704,082480f1-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,082650b1-1f3f-11e7-bf6b-3863bb334450,true,38.988101,-76.988422,New Hampshire & Kirklynn Ave,44,32061,082650b1-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0825525a-1f3f-11e7-bf6b-3863bb334450,true,38.92333,-77.0352,15th & Euclid St NW,42,31117,0825525a-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,c0ec45a3-ec59-4c82-9671-13d9c122be30,true,38.983199,-77.341823,North Village and Park Garden,104,32256,c0ec45a3-ec59-4c82-9671-13d9c122be30,classic
15,false,false,08253a4b-1f3f-11e7-bf6b-3863bb334450,true,38.81074147938705,-77.0446327328682,St Asaph & Pendleton St,40,31043,08253a4b-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,08261f4b-1f3f-11e7-bf6b-3863bb334450,true,38.88532071975074,-77.15642720460892,East Falls Church Metro / Sycamore St & 19th St N,41,31904,08261f4b-1f3f-11e7-bf6b-3863bb334450,classic
27,false,false,0825164b-1f3f-11e7-bf6b-3863bb334450,true,38.92812111132096,-77.0237946510315,Columbia Rd & Georgia Ave NW,42,31115,0825164b-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,1879766346478500482,true,38.9257,-77.079119,39th St & Tunlaw Rd NW,,31392,1879766346478500482,classic
19,false,false,0825f723-1f3f-11e7-bf6b-3863bb334450,true,38.901755,-77.051084,New Hampshire Ave & 24th St NW,42,31275,0825f723-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0824f461-1f3f-11e7-bf6b-3863bb334450,true,38.920669,-77.04368,Columbia Rd & Belmont St NW,42,31113,0824f461-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,08251448-1f3f-11e7-bf6b-3863bb334450,true,38.881185,-77.001828,3rd & G St SE,42,31625,08251448-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,8bbafd08-edb1-426d-94f4-c7b7d9be34dd,true,38.938889,-76.997226,John McCormack Rd NE,42,31528,8bbafd08-edb1-426d-94f4-c7b7d9be34dd,classic
23,false,false,08261d9d-1f3f-11e7-bf6b-3863bb334450,true,38.88432272414662,-77.02601015567778,10th St & L'Enfant Plaza SW,42,31287,08261d9d-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,08253b95-1f3f-11e7-bf6b-3863bb334450,true,38.805648,-77.05293,Commerce St & Fayette St,40,31045,08253b95-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,472dee60-f045-4f2e-9807-193e3ae9b661,true,38.800703,-77.048043,S Washington St & Wilkes St,40,31958,472dee60-f045-4f2e-9807-193e3ae9b661,classic
15,false,false,6922a398-ec20-493d-a832-5e337cf335f5,true,39.00031,-76.878005,Roosevelt Center & Crescent Rd,133,32424,6922a398-ec20-493d-a832-5e337cf335f5,classic
25,false,false,08254284-1f3f-11e7-bf6b-3863bb334450,true,38.888255,-77.0494365,Lincoln Memorial,42,31258,08254284-1f3f-11e7-bf6b-3863bb334450,classic
27,false,false,2a43f4e2-4102-482e-8879-245cf7555c6b,true,38.934405,-77.032687,14th & Otis Pl NW,42,31131,2a43f4e2-4102-482e-8879-245cf7555c6b,classic
35,false,false,0824c772-1f3f-11e7-bf6b-3863bb334450,true,38.89728304853854,-77.02219069004059,7th & F St NW / National Portrait Gallery,42,31232,0824c772-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0824bce1-1f3f-11e7-bf6b-3863bb334450,true,38.900412,-77.001949,3rd & H St NE,42,31616,0824bce1-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,84a0159b-5f00-417a-8f06-6c7c8437049f,true,38.870823939537914,-77.01191514730453,1st & Q St SW,42,31676,84a0159b-5f00-417a-8f06-6c7c8437049f,classic
11,false,false,1890204129337198944,true,38.879256,-77.233583,Dorr Ave & Prosperity Ave,,31396,1890204129337198944,classic
15,false,false,0825b553-1f3f-11e7-bf6b-3863bb334450,true,38.99403485060837,-77.03037142753601,Silver Spring Transit Center - Top Level,44,32034,0825b553-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,082604dd-1f3f-11e7-bf6b-3863bb334450,true,38.89967,-77.003666,2nd & G St NE,42,31639,082604dd-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,fbbeab20-556d-4275-98a9-f84d316c157f,true,38.899941626884754,-76.99489653110504,8th & H St NE,42,31661,fbbeab20-556d-4275-98a9-f84d316c157f,classic
12,false,false,f0101beb-a103-46e4-93f5-c7880b85411b,true,38.876912,-77.195847,Route 29 & Bisvey Dr,104,32267,f0101beb-a103-46e4-93f5-c7880b85411b,classic
19,false,false,08263cab-1f3f-11e7-bf6b-3863bb334450,true,38.891805,-76.913563,61st St & Banks Pl NE,42,31714,08263cab-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,a07bd5e0-5136-4285-ae23-54a74124957e,true,38.907444,-76.986813,Montello Ave & Holbrook Terr NE,42,31524,a07bd5e0-5136-4285-ae23-54a74124957e,classic
15,false,false,5eb5b5a7-db69-4d8a-a16a-604678a544b7,true,38.904252,-77.127776,Marymount University / Yorktown Blvd & 26th St N,41,31977,5eb5b5a7-db69-4d8a-a16a-604678a544b7,classic
15,false,false,08263959-1f3f-11e7-bf6b-3863bb334450,true,38.960574,-77.356324,New Dominion Pkwy & Fountain Dr,104,32212,08263959-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0825762e-1f3f-11e7-bf6b-3863bb334450,true,39.096312,-77.192672,Fallsgrove Blvd & Fallsgrove Dr,43,32004,0825762e-1f3f-11e7-bf6b-3863bb334450,classic
29,false,false,08253c6b-1f3f-11e7-bf6b-3863bb334450,true,38.814577,-77.052808,Braddock Rd Metro North,40,31047,08253c6b-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,e976c0ab-bc21-42b3-a2c2-b90def6f54f4,true,38.966848,-77.329282,Becontree Ln & Goldenrain Ct,104,32239,e976c0ab-bc21-42b3-a2c2-b90def6f54f4,classic
19,false,false,21cdfe0d-71ad-4302-a003-3cfc0d355af9,true,38.90731645057457,-77.00069814920425,4th & Florida Ave NE,42,31532,21cdfe0d-71ad-4302-a003-3cfc0d355af9,classic
15,false,false,0826402c-1f3f-11e7-bf6b-3863bb334450,true,38.89386,-77.070862,N Lynn St & Fairfax Dr,41,31917,0826402c-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,3d8b6392-9572-4c65-b71c-fd8f03af9ab2,true,38.877818,-77.209421,Emma Lee St & Morris St,104,32266,3d8b6392-9572-4c65-b71c-fd8f03af9ab2,classic
55,false,false,0824d0c6-1f3f-11e7-bf6b-3863bb334450,true,38.89696,-77.00493,Columbus Circle / Union Station,42,31623,0824d0c6-1f3f-11e7-bf6b-3863bb334450,classic
9,false,false,08258475-1f3f-11e7-bf6b-3863bb334450,true,39.094772,-77.145213,Frederick Ave & Horners Ln,43,32009,08258475-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,082595a1-1f3f-11e7-bf6b-3863bb334450,true,39.083673,-77.149162,Monroe St & Monroe Pl,43,32017,082595a1-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,7c46ff05-4fca-44e6-a50b-acbc57e8100b,true,38.81909,-77.01033,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,42,31819,7c46ff05-4fca-44e6-a50b-acbc57e8100b,classic
19,false,false,082623bf-1f3f-11e7-bf6b-3863bb334450,true,38.888097,-77.038325,17th St & Independence Ave SW,42,31290,082623bf-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,08265124-1f3f-11e7-bf6b-3863bb334450,true,39.038423828518326,-77.05102041363716,Wheaton Metro / Georgia Ave & Reedie Dr,44,32062,08265124-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,6edca550-d78f-4c5d-ad2c-79d1ce88c48d,true,39.04104,-76.987125,White Oak Transit Center,44,32093,6edca550-d78f-4c5d-ad2c-79d1ce88c48d,classic
15,false,false,082514b8-1f3f-11e7-bf6b-3863bb334450,true,38.912719,-77.022155,7th & R St NW / Shaw Library,42,31245,082514b8-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,082537e4-1f3f-11e7-bf6b-3863bb334450,true,38.903819,-77.0284,12th & L St NW,42,31251,082537e4-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,6e652351-dad9-45e4-a0a7-dda0417973f4,true,38.880612,-77.171891,E Fairfax St & S Washington St,152,32604,6e652351-dad9-45e4-a0a7-dda0417973f4,classic
23,false,false,08261e7a-1f3f-11e7-bf6b-3863bb334450,true,38.894972,-77.003135,2nd St & Massachusetts Ave NE,42,31641,08261e7a-1f3f-11e7-bf6b-3863bb334450,classic
27,false,false,08256d91-1f3f-11e7-bf6b-3863bb334450,true,38.892275,-77.013917,Constitution Ave & 2nd St NW/DOL,42,31271,08256d91-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,13c42471-96ab-441d-9a4c-bc57f7af6f9b,true,38.944013,-77.353552,Golf Course Sq and Golf Course Dr,104,32246,13c42471-96ab-441d-9a4c-bc57f7af6f9b,classic
15,false,false,8d8a3add-40b4-41ba-bffe-5a754ebc1625,true,38.7930647,-77.049436,Mt Vernon Trail & S. Washington St.,40,31929,8d8a3add-40b4-41ba-bffe-5a754ebc1625,classic
15,false,false,082547de-1f3f-11e7-bf6b-3863bb334450,true,38.956555547721955,-77.0198142528534,5th & Kennedy St NW,42,31403,082547de-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,1892760823152249488,true,38.86911419290566,-77.27153766943553,Route 29 & Circle Woods Dr,,31389,1892760823152249488,classic
19,false,false,08254943-1f3f-11e7-bf6b-3863bb334450,true,38.942475355602845,-77.03267812728882,14th & Upshur St NW,42,31406,08254943-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,08262494-1f3f-11e7-bf6b-3863bb334450,true,38.843422,-77.064016,Mount Vernon Ave & Four Mile Run Park,40,31909,08262494-1f3f-11e7-bf6b-3863bb334450,classic
31,false,false,08256e11-1f3f-11e7-bf6b-3863bb334450,true,38.886978,-77.013769,Washington & Independence Ave SW/HHS,42,31272,08256e11-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,12b1c990-90e7-4fef-a5b9-c78d4c81af96,true,38.883318,-76.925315,53rd & D St SE/C.W. Harris Elementary,42,31671,12b1c990-90e7-4fef-a5b9-c78d4c81af96,classic
19,false,false,94b1507c-7f76-483c-b06a-a4131e0b5970,true,38.874820772513424,-77.0207878947258,Waterfront Park,42,31673,94b1507c-7f76-483c-b06a-a4131e0b5970,classic
16,false,false,3af8c81c-b8d8-4af7-afe9-332a2cac4672,true,38.8368376462948,-77.05727398395538,Commonwealth and Reed,40,31960,3af8c81c-b8d8-4af7-afe9-332a2cac4672,classic
19,false,false,a2507ccc-aca1-48b2-a6a3-a3144ad92d21,true,38.912644,-77.04564,Connecticut Ave & R St NW,42,31299,a2507ccc-aca1-48b2-a6a3-a3144ad92d21,classic
11,false,false,febec658-2bcd-473e-8ba8-f84f016da7cd,true,38.83728,-77.060899,Reed & Edison,40,31956,febec658-2bcd-473e-8ba8-f84f016da7cd,classic
19,false,false,1932168474073292810,true,38.893062,-76.982464,16th St & North Carolina Ave NE,,31725,1932168474073292810,classic
11,false,false,1900964406001033780,true,38.95937,-77.331794,N Shore Dr & Bandit Loop,,31383,1900964406001033780,classic
15,false,false,0824ea2c-1f3f-11e7-bf6b-3863bb334450,true,38.897218,-77.072143,19th St N & Ft Myer Dr,41,31014,0824ea2c-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,42ad2bc8-22b5-40f2-8a56-e562e4ecde07,true,38.959361,-76.946361,Oglethorpe St & 42nd Ave,133,32408,42ad2bc8-22b5-40f2-8a56-e562e4ecde07,classic
19,false,false,0825fbd3-1f3f-11e7-bf6b-3863bb334450,true,38.96454350924588,-77.07513481378555,Connecticut Ave & McKinley St NW,42,31315,0825fbd3-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,6ffb5d30-d3f4-462b-8182-c552bebc9310,true,38.92400207520182,-77.20812678337097,McLean Metro,104,32230,6ffb5d30-d3f4-462b-8182-c552bebc9310,classic
15,false,false,1934289487117353510,true,38.967492,-77.007003,Kansas Ave & Tuckerman St NW / Lamond Rec ,,31427,1934289487117353510,classic
19,false,false,082605b0-1f3f-11e7-bf6b-3863bb334450,true,38.961339,-77.027855,Georgia & Missouri Ave NW,42,31411,082605b0-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,8d68e4db-0bc9-440a-9b27-5d34ed1b93c9,true,38.9667,-77.348487,Vantage Hill Rd & Wainwright Dr,104,32244,8d68e4db-0bc9-440a-9b27-5d34ed1b93c9,classic
19,false,false,08263aa1-1f3f-11e7-bf6b-3863bb334450,true,38.884916,-77.005965,1st & D St SE,42,31643,08263aa1-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0826139b-1f3f-11e7-bf6b-3863bb334450,true,38.946182,-77.08059,Yuma St & Tenley Circle NW,42,31316,0826139b-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,08256ac9-1f3f-11e7-bf6b-3863bb334450,true,38.894851,-77.02324,8th & D St NW,42,31270,08256ac9-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,08254442-1f3f-11e7-bf6b-3863bb334450,true,38.90093,-77.018677,5th St & Massachusetts Ave NW,42,31265,08254442-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0825e3b0-1f3f-11e7-bf6b-3863bb334450,true,38.920682,-76.995876,Rhode Island Ave Metro,42,31516,0825e3b0-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0825be05-1f3f-11e7-bf6b-3863bb334450,true,38.899703,-77.008911,North Capitol St & G Pl NE,42,31637,0825be05-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0826183f-1f3f-11e7-bf6b-3863bb334450,true,38.912652,-77.036278,16th & R St NW,42,31282,0826183f-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,082624fc-1f3f-11e7-bf6b-3863bb334450,true,38.90257109172293,-77.01366662979126,New Jersey Ave & K St NW,42,31642,082624fc-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,dfa896d9-9209-413d-b494-e255ef513d2c,true,38.8000766,-77.1299434,Van Dorn Metro,40,31932,dfa896d9-9209-413d-b494-e255ef513d2c,classic
11,false,false,f08db1df-054a-46c8-a3e1-b349f2a26d5e,true,38.873261,-77.272999,Vaden Dr & Royal Victoria Dr/Jim Scott Cmty Ctr,104,32261,f08db1df-054a-46c8-a3e1-b349f2a26d5e,classic
15,false,false,0825ff8d-1f3f-11e7-bf6b-3863bb334450,true,38.895377,-77.09713,Langston Blvd & N Kirkwood Rd,41,31094,0825ff8d-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,08260472-1f3f-11e7-bf6b-3863bb334450,true,38.862398,-77.089133,Columbia Pike & S Highland St,41,31096,08260472-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,08252b28-1f3f-11e7-bf6b-3863bb334450,true,38.90509,-76.9941,Gallaudet / 8th St & Florida Ave NE,42,31508,08252b28-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,e456b38d-7f5e-4d06-b2bc-022b42097a06,true,38.837306,-77.106111,N Hampton Dr & Ford Ave,40,31941,e456b38d-7f5e-4d06-b2bc-022b42097a06,classic
19,false,false,6d5ad96d-a704-4fa6-8b65-3ac643c5aa93,true,38.915,-77.0078,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,42,31523,6d5ad96d-a704-4fa6-8b65-3ac643c5aa93,classic
11,false,false,0825ac97-1f3f-11e7-bf6b-3863bb334450,true,38.989724,-77.023854,Fenton St & Gist Ave,44,32024,0825ac97-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,0825be94-1f3f-11e7-bf6b-3863bb334450,true,38.8378458,-77.0934784,31st St & S Woodrow St,41,31072,0825be94-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0825610d-1f3f-11e7-bf6b-3863bb334450,true,38.897195,-76.983575,15th & F St NE,42,31632,0825610d-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,0824a703-1f3f-11e7-bf6b-3863bb334450,true,38.89484064247075,-76.99591577053069,D St & Maryland Ave NE,42,31612,0824a703-1f3f-11e7-bf6b-3863bb334450,classic
7,false,false,08263fbd-1f3f-11e7-bf6b-3863bb334450,true,38.951482,-77.339797,W&OD Trail/Sunset Hills Rd & Isaac Newton Sq,104,32220,08263fbd-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0825faf6-1f3f-11e7-bf6b-3863bb334450,true,38.986743,-77.000035,WAU / Flower Ave & Division St,44,32049,0825faf6-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0825e56c-1f3f-11e7-bf6b-3863bb334450,true,39.119765,-77.166093,Shady Grove Metro West,43,32045,0825e56c-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,082520aa-1f3f-11e7-bf6b-3863bb334450,true,38.882788,-77.103148,Virginia Square Metro / Monroe St & 9th St N,41,31024,082520aa-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,5e571279-84a3-4dd6-9ee5-6a834e4c624a,true,38.87972,-77.178408,S Maple Ave & S Washington St,152,32607,5e571279-84a3-4dd6-9ee5-6a834e4c624a,classic
19,false,false,08246df5-1f3f-11e7-bf6b-3863bb334450,true,38.862303,-77.059936,Pentagon City Metro / 12th St & S Hayes St,41,31005,08246df5-1f3f-11e7-bf6b-3863bb334450,classic
31,false,false,08256670-1f3f-11e7-bf6b-3863bb334450,true,38.916787,-77.028139,12th & U St NW,42,31268,08256670-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0825e1e5-1f3f-11e7-bf6b-3863bb334450,true,38.900358,-77.012108,1st & H St NW,42,31638,0825e1e5-1f3f-11e7-bf6b-3863bb334450,classic
17,false,false,d34d2639-ee43-4892-818f-f01116813744,true,38.968842,-76.954171,The Mall at Prince Georges,133,32422,d34d2639-ee43-4892-818f-f01116813744,classic
15,false,false,08254529-1f3f-11e7-bf6b-3863bb334450,true,38.954812,-77.082426,Fessenden St & Wisconsin Ave NW,42,31309,08254529-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,08261ee4-1f3f-11e7-bf6b-3863bb334450,true,38.828471,-77.086061,Radford & Osage St,40,31908,08261ee4-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,4b55ad18-eb2e-47b5-aaeb-aefd6ad856fd,true,38.897692,-77.207261,Pimmit Dr & Idyl Ln,104,32264,4b55ad18-eb2e-47b5-aaeb-aefd6ad856fd,classic
19,false,false,1931715167823202508,true,38.934784,-77.041362,18th St & Ingleside Ter NW,,31339,1931715167823202508,classic
12,false,false,a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,true,38.87380771851765,-77.15284913778305,Eden Center,152,32601,a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,classic
15,false,false,7c790f6e-7889-4c3c-97d6-ffd37e68bb2d,true,38.86044,-76.983585,16th & Bangor St SE,42,31829,7c790f6e-7889-4c3c-97d6-ffd37e68bb2d,classic
15,false,false,9c6fb0a8-d371-433f-b52e-ca47881156b3,true,38.872964,-77.017585,4th & O St SW,42,31678,9c6fb0a8-d371-433f-b52e-ca47881156b3,classic
15,false,false,0825fb66-1f3f-11e7-bf6b-3863bb334450,true,38.865553,-77.05003,Long Bridge Park / Long Bridge Dr & 6th St S,41,31090,0825fb66-1f3f-11e7-bf6b-3863bb334450,classic
