capacity,eightd_has_key_dispenser,electric_bike_surcharge_waiver,external_id,has_kiosk,lat,lon,name,region_id,short_name,station_id,station_type
11,false,false,0825697c-1f3f-11e7-bf6b-3863bb334450,true,38.880705,-77.08596,N Pershing Dr & N Wayne St,41,31065,0825697c-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,08264250-1f3f-11e7-bf6b-3863bb334450,true,38.9190185,-77.034449,15th & W St NW,42,31125,08264250-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,0826410b-1f3f-11e7-bf6b-3863bb334450,true,38.923083,-77.227417,Greensboro & International Dr,104,32221,0826410b-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,08248172-1f3f-11e7-bf6b-3863bb334450,true,38.862601,-76.994578,Anacostia Metro,42,31801,08248172-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,71686e8c-9f47-4a65-8840-c7276be3786e,true,38.864694,-77.082491,S Wayne St and 9th St S,41,31971,71686e8c-9f47-4a65-8840-c7276be3786e,classic
23,false,false,08253cdb-1f3f-11e7-bf6b-3863bb334450,true,38.80576284873485,-77.060626745224,King St Metro South,40,31048,08253cdb-1f3f-11e7-bf6b-3863bb334450,classic
16,false,false,8321ef62-caa3-45ea-95b2-4a4a97964625,true,38.806002,-77.055911,King St & Peyton St,40,31955,8321ef62-caa3-45ea-95b2-4a4a97964625,classic
19,false,false,0825bce9-1f3f-11e7-bf6b-3863bb334450,true,38.999634,-77.109647,Old Georgetown Rd & Southwick St,44,32039,0825bce9-1f3f-11e7-bf6b-3863bb334450,classic
25,false,false,0824c69b-1f3f-11e7-bf6b-3863bb334450,true,38.894514,-77.031617,14th & D St NW / John A Wilson Building,42,31231,0824c69b-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,1936549598369980886,true,38.868356,-76.970997,25th & S St SE ,,31831,1936549598369980886,classic
11,false,false,8d485a67-09d5-4550-8438-f1fa2f463bc2,true,38.863556,-77.077201,Columbia Pike & S Scott St/12th St S,41,31949,8d485a67-09d5-4550-8438-f1fa2f463bc2,classic
11,false,false,08247269-1f3f-11e7-bf6b-3863bb334450,true,38.8426,-77.0502,S Glebe Rd & Potomac Ave,41,31010,08247269-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,60b9672e-7668-431b-801b-affaccb680bb,true,38.92123296360907,-77.01813519001007,4th & College St NW,42,31138,60b9672e-7668-431b-801b-affaccb680bb,classic
11,false,false,08256549-1f3f-11e7-bf6b-3863bb334450,true,38.863897,-76.990037,Pleasant St & MLK Ave SE,42,31807,08256549-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,fe33785a-90bb-40e0-9dce-91968006a5c6,true,38.814305,-77.11893,Holmes Run Pkwy & N Pickett St,40,31963,fe33785a-90bb-40e0-9dce-91968006a5c6,classic
15,false,false,08249480-1f3f-11e7-bf6b-3863bb334450,true,38.8803,-76.9862,Potomac & Pennsylvania Ave SE,42,31606,08249480-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,affeb890-08dc-46d2-9f8a-3eedf4452640,true,38.906767059408295,-77.03862726688385,17th St & Rhode Island Ave NW,42,31210,affeb890-08dc-46d2-9f8a-3eedf4452640,classic
17,false,false,b8b6903d-fabc-48aa-af9b-2c5fb29344b9,true,38.902386,-77.005649,1st & K St NE,42,31662,b8b6903d-fabc-48aa-af9b-2c5fb29344b9,classic
15,false,false,08253e02-1f3f-11e7-bf6b-3863bb334450,true,38.9066,-77.05152,24th & N St NW,42,31255,08253e02-1f3f-11e7-bf6b-3863bb334450,classic
35,false,false,0824cd3d-1f3f-11e7-bf6b-3863bb334450,true,38.89221235271478,-77.04307436943054,19th St & Constitution Ave NW,42,31235,0824cd3d-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,1885353633083910806,true,38.931349,-77.077214,Massachusetts & Idaho Ave NW,,31395,1885353633083910806,classic
15,false,false,082495aa-1f3f-11e7-bf6b-3863bb334450,true,38.944551,-77.063896,Van Ness Metro / UDC,42,31300,082495aa-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,1890899920583743818,true,38.916908,-77.213879,Old Meadow Rd & Cathy Ln,,31399,1890899920583743818,classic
15,false,false,55d3b43f-4ad3-4d65-889a-560ebe6126bf,true,38.7859,-77.0167,National Harbor Carousel,133,32423,55d3b43f-4ad3-4d65-889a-560ebe6126bf,classic
12,false,false,08247052-1f3f-11e7-bf6b-3863bb334450,true,38.848466,-77.051514,Crystal Dr & 27th St S,41,31009,08247052-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,50a19df9-344a-49e6-aeab-f244d9a333c8,true,38.926973,-77.217376,Jones Branch Dr & Blyton St,104,32269,50a19df9-344a-49e6-aeab-f244d9a333c8,classic
15,false,false,65c9578a-8bda-4908-b626-06371c09338b,true,38.870093,-77.22997,Merrifield Cinema & Merrifield Town Center,104,32235,65c9578a-8bda-4908-b626-06371c09338b,classic
15,false,false,41b8e956-0341-4752-89a4-659f7b9eabb8,true,38.809607,-77.128908,S Reynolds St & Edsall Rd,40,31967,41b8e956-0341-4752-89a4-659f7b9eabb8,classic
15,false,false,08259347-1f3f-11e7-bf6b-3863bb334450,true,39.099376,-77.188014,Fallsgrove Dr & W Montgomery Ave,43,32016,08259347-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,0824a623-1f3f-11e7-bf6b-3863bb334450,true,38.90375,-77.06269,C & O Canal & Wisconsin Ave NW,42,31225,0824a623-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,ccd82461-11b7-4553-b70b-6cb7e5e4f8c2,true,38.798749,-77.00103,Oxon Hill Park & Ride,133,32407,ccd82461-11b7-4553-b70b-6cb7e5e4f8c2,classic
19,false,false,8429af9f-3adc-4db6-b96a-7fd9c75fe3a3,true,38.89830173667249,-77.04691261053085,21st St & G st NW,42,31328,8429af9f-3adc-4db6-b96a-7fd9c75fe3a3,classic
12,false,false,1874574408754907832,true,38.841099,-77.30718,George Mason Blvd & Armstrong St,,32279,1874574408754907832,classic
15,false,false,3d88e01e-e071-4638-829c-543410cded50,true,38.902558,-76.996012,7th & K St NE,42,31660,3d88e01e-e071-4638-829c-543410cded50,classic
12,false,false,1917259365558921792,true,38.766844,-77.150359,Charles Arrington Dr & Manchester Lakes Dr ,,32290,1917259365558921792,classic
15,false,false,082618a7-1f3f-11e7-bf6b-3863bb334450,true,38.999679,-77.051168,Lyttonsville Rd & Lyttonsville Pl,44,32054,082618a7-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,08249345-1f3f-11e7-bf6b-3863bb334450,true,38.90276,-77.03863,17th & K St NW,42,31213,08249345-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,a826e5d0-8ee8-41a4-8c1d-1a2ad7212dec,true,38.92755,-77.226644,Park Run & Onyx Dr,104,32229,a826e5d0-8ee8-41a4-8c1d-1a2ad7212dec,classic
12,false,false,9c8b35b2-fcab-4142-957d-5bb845374685,true,38.941496,-77.366499,Glade Dr & Pinecrest Rd/Cathy Hudgins Cmty Ctr,104,32250,9c8b35b2-fcab-4142-957d-5bb845374685,classic
15,false,false,b8ba3b0d-9efa-4093-8baa-bb3e7d384c46,true,38.802738,-77.0824626,Eisenhower Ave & Ike Dr,40,31930,b8ba3b0d-9efa-4093-8baa-bb3e7d384c46,classic
12,false,false,bc4fc3e2-2050-4571-851b-47f062319f95,true,38.938797,-77.354067,Olde Crafts Dr and Cartwright Pl,104,32248,bc4fc3e2-2050-4571-851b-47f062319f95,classic
19,false,false,5e828067-2fd6-4168-b150-5409754e734c,true,38.909858,-77.038566,17th & P St NW,42,31330,5e828067-2fd6-4168-b150-5409754e734c,classic
27,false,false,08247896-1f3f-11e7-bf6b-3863bb334450,true,38.876822693625876,-77.01777443289757,4th & M St SW,42,31108,08247896-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0825b213-1f3f-11e7-bf6b-3863bb334450,true,38.992375,-77.100104,Battery Ln & Trolley Trail,44,32027,0825b213-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,eab74a15-a9dd-4813-a6a9-c445782f6920,true,38.855004,-76.984512,Stanton Square SE,42,31822,eab74a15-a9dd-4813-a6a9-c445782f6920,classic
19,false,false,0826315d-1f3f-11e7-bf6b-3863bb334450,true,38.829545,-77.047844,Potomac Ave & Swann Ave,40,31916,0826315d-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0825b6a9-1f3f-11e7-bf6b-3863bb334450,true,38.997033,-77.025608,Fenton St & Ellsworth Dr ,44,32036,0825b6a9-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,92dd5072-b877-45d6-ba24-c5acbe66733b,true,38.897808,-76.979634,Rosedale Rec Center,42,31658,92dd5072-b877-45d6-ba24-c5acbe66733b,classic
17,false,false,3c8cebaf-4155-47d8-8272-9d65831f33b8,true,38.969581,-76.937349,Baltimore Ave & Van Buren St / Riverdale Park Station,133,32402,3c8cebaf-4155-47d8-8272-9d65831f33b8,classic
15,false,false,082496d9-1f3f-11e7-bf6b-3863bb334450,true,38.938736,-77.087171,Ward Circle / American University,42,31301,082496d9-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,5a3453ad-43af-495d-ba1f-e8be6b66e2e8,true,38.890461,-76.96128,Anacostia Ave & East Capitol St NE,42,31721,5a3453ad-43af-495d-ba1f-e8be6b66e2e8,classic
19,false,false,9a93cdb5-bd4e-43b8-87f3-81dc9063999f,true,38.876751,-77.000736,4th & M St SE,42,31652,9a93cdb5-bd4e-43b8-87f3-81dc9063999f,classic
19,false,false,08263b08-1f3f-11e7-bf6b-3863bb334450,true,38.946607921214984,-77.3393914103508,Wiehle-Reston Metro South,104,32215,08263b08-1f3f-11e7-bf6b-3863bb334450,classic
17,false,false,08253c00-1f3f-11e7-bf6b-3863bb334450,true,38.811456,-77.050276,Henry St & Pendleton St,40,31046,08253c00-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,37ea9197-6332-4bf7-8940-d3641f288869,true,38.8901554,-77.183178,Founders Row/W Broad St & West St,152,32600,37ea9197-6332-4bf7-8940-d3641f288869,classic
19,false,false,1e19ca16-ec12-48b9-bbbe-fe878745bb23,true,38.93132185874559,-77.02824711799622,11th & Park Rd NW,42,31651,1e19ca16-ec12-48b9-bbbe-fe878745bb23,classic
15,false,false,082469cc-1f3f-11e7-bf6b-3863bb334450,true,38.859751,-77.053235,Eads St & 15th St S,41,31000,082469cc-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,06a14329-dedb-4152-b237-e59afccd8d42,true,38.901935,-76.978627,Maryland Ave & 17th St NE,42,31656,06a14329-dedb-4152-b237-e59afccd8d42,classic
11,false,false,197e33c5-30cf-4007-b7a8-b9b1dfd064e3,true,38.907073,-77.002109,3rd & N St NE,42,31540,197e33c5-30cf-4007-b7a8-b9b1dfd064e3,classic
35,false,false,08247e59-1f3f-11e7-bf6b-3863bb334450,true,38.9308,-77.0315,Park Rd & Holmead Pl NW,42,31602,08247e59-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,7641069c-42a6-4e3e-9769-7df51da6978d,true,38.85736903758752,-76.97768801437633,Fort Stanton Rec Center,42,31825,7641069c-42a6-4e3e-9769-7df51da6978d,classic
19,false,false,0825176c-1f3f-11e7-bf6b-3863bb334450,true,38.889935,-76.93723,Benning Rd & East Capitol St NE / Benning Rd Metro,42,31707,0825176c-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,f33b7c9d-11ff-4059-94e4-4a1206acd7a6,true,38.88044,-77.025236,Maine Ave & 9th St SW,42,31646,f33b7c9d-11ff-4059-94e4-4a1206acd7a6,classic
15,false,false,08261479-1f3f-11e7-bf6b-3863bb334450,true,39.105295,-77.194774,Key West Ave & Siesta Key Way,43,32052,08261479-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,0824de05-1f3f-11e7-bf6b-3863bb334450,true,38.9055785,-77.027313,11th & M St NW,42,31266,0824de05-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,082642bd-1f3f-11e7-bf6b-3863bb334450,true,38.882489,-76.990121,12th St & Pennsylvania Ave SE,42,31644,082642bd-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0825ff20-1f3f-11e7-bf6b-3863bb334450,true,38.898984,-77.078317,21st St & N Pierce St,41,31093,0825ff20-1f3f-11e7-bf6b-3863bb334450,classic
27,false,false,0824a4ce-1f3f-11e7-bf6b-3863bb334450,true,38.905737,-77.02227,Convention Center / 7th & M St NW,42,31223,0824a4ce-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,082513a4-1f3f-11e7-bf6b-3863bb334450,true,38.88412,-77.017445,4th & E St SW,42,31244,082513a4-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,a0121df5-4df5-425f-afb8-77dc94dc6d1b,true,38.973625,-77.351837,Reston Pkwy & Bennington Woods Rd,104,32241,a0121df5-4df5-425f-afb8-77dc94dc6d1b,classic
12,false,false,8e3245e2-f310-4173-9c2d-9ad00587a23c,true,38.808161,-77.100796,Wheeler Ave & S. Floyd St.,40,31927,8e3245e2-f310-4173-9c2d-9ad00587a23c,classic
19,false,false,314fc12d-7275-4936-a245-a1febd3c95df,true,38.903819,-77.011987,1st & L St NW,42,31677,314fc12d-7275-4936-a245-a1febd3c95df,classic
17,false,false,08254f8e-1f3f-11e7-bf6b-3863bb334450,true,38.896553,-77.06714,Roosevelt Island,41,31062,08254f8e-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,08252874-1f3f-11e7-bf6b-3863bb334450,true,38.866611,-76.985238,14th St & Marion Barry Ave SE,42,31803,08252874-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0825b42a-1f3f-11e7-bf6b-3863bb334450,true,39.076331,-77.141378,Fleet St & Ritchie Pkwy,43,32032,0825b42a-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0826540e-1f3f-11e7-bf6b-3863bb334450,true,38.968935461525916,-77.01626300811768,3rd & Underwood St NW,42,31413,0826540e-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,21858490-7495-4942-b0eb-5e956db26b16,true,38.86968314861632,-77.01081544160843,Potomac Ave & Half St SW,42,31648,21858490-7495-4942-b0eb-5e956db26b16,classic
23,false,false,0825fff6-1f3f-11e7-bf6b-3863bb334450,true,38.898412,-77.043182,19th & G St NW,42,31279,0825fff6-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,08254215-1f3f-11e7-bf6b-3863bb334450,true,38.887659,-77.07592,12th St N & N Pierce St,41,31051,08254215-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,082539e0-1f3f-11e7-bf6b-3863bb334450,true,38.804718,-77.043363,Market Square / King St & Royal St,40,31042,082539e0-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,66cac629-904e-4186-8431-44983be40985,true,39.0629,-77.113454,Fishers Ln & Rock Creek Mill Rd,43,32080,66cac629-904e-4186-8431-44983be40985,classic
19,false,false,08261977-1f3f-11e7-bf6b-3863bb334450,true,38.903658,-77.031737,14th & L St NW,42,31283,08261977-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,082548ce-1f3f-11e7-bf6b-3863bb334450,true,38.949662,-77.027333,Georgia Ave & Emerson St NW,42,31405,082548ce-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,082498ac-1f3f-11e7-bf6b-3863bb334450,true,38.873057,-76.971015,Pennsylvania & Minnesota Ave SE,42,31805,082498ac-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,825f1146-bd56-4b4a-acfa-ff9d95472723,true,38.9001,-77.1887,West Falls Church Metro,104,32232,825f1146-bd56-4b4a-acfa-ff9d95472723,classic
15,false,false,08264097-1f3f-11e7-bf6b-3863bb334450,true,38.967505,-77.027976,Georgia Ave & Piney Branch Rd NW,42,31414,08264097-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,0826030a-1f3f-11e7-bf6b-3863bb334450,true,38.902826,-77.060173,Thomas Jefferson St NW & Water/K St NW,42,31293,0826030a-1f3f-11e7-bf6b-3863bb334450,classic
25,false,false,eda4c5ee-faf7-4dae-b135-3065deb46ffe,true,39.04753,-77.11287,North Bethesda Metro,43,32075,eda4c5ee-faf7-4dae-b135-3065deb46ffe,classic
23,false,false,0824d140-1f3f-11e7-bf6b-3863bb334450,true,38.897446,-77.009888,North Capitol St & F St NW,42,31624,0824d140-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,5fdaa766-383e-4a92-b1bd-0e71138c6844,true,38.87335,-76.9834,Anacostia Park,42,31820,5fdaa766-383e-4a92-b1bd-0e71138c6844,classic
15,false,false,0824e189-1f3f-11e7-bf6b-3863bb334450,true,38.922581,-77.070334,36th & Calvert St NW / Glover Park,42,31304,0824e189-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0825619c-1f3f-11e7-bf6b-3863bb334450,true,38.928644,-76.990955,12th & Irving St NE,42,31511,0825619c-1f3f-11e7-bf6b-3863bb334450,classic
17,false,false,d8a01502-8d6c-449f-852d-d6b409e56e11,true,38.90970086204467,-77.08564639091492,Hardy Rec Center,42,31326,d8a01502-8d6c-449f-852d-d6b409e56e11,classic
15,false,false,08264325-1f3f-11e7-bf6b-3863bb334450,true,38.957463,-77.002239,3rd St & Riggs Rd NE,42,31412,08264325-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,082553a7-1f3f-11e7-bf6b-3863bb334450,true,38.889988,-76.995193,8th & East Capitol St NE,42,31629,082553a7-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,08255561-1f3f-11e7-bf6b-3863bb334450,true,38.927095,-76.978924,18th St & Rhode Island Ave NE,42,31510,08255561-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,66fe4efd-f6de-4300-9b35-82e3aea013e5,true,38.801947,-77.040293,Duke St & Strand (Robinson Terminal),40,31933,66fe4efd-f6de-4300-9b35-82e3aea013e5,classic
19,false,false,08260549-1f3f-11e7-bf6b-3863bb334450,true,38.90864,-77.02277,8th & O St NW,42,31281,08260549-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,5205f20c-ded8-4469-bafd-021bc7229295,true,38.9223243445331,-77.02708572149277,11th & Clifton St NW,42,31136,5205f20c-ded8-4469-bafd-021bc7229295,classic
15,false,false,08259804-1f3f-11e7-bf6b-3863bb334450,true,38.990249,-77.02935,East West Hwy & Blair Mill Rd,44,32019,08259804-1f3f-11e7-bf6b-3863bb334450,classic
12,false,false,1872701449888114846,true,38.86476,-77.271483,Fairfax Blvd & Pickett Rd South,,32275,1872701449888114846,classic
11,false,false,0824979f-1f3f-11e7-bf6b-3863bb334450,true,38.947774,-77.032818,14th St Heights / 14th & Crittenden St NW,42,31402,0824979f-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,08261ccf-1f3f-11e7-bf6b-3863bb334450,true,38.822738,-77.049265,Potomac Ave & Main Line Blvd,40,31910,08261ccf-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,0824bc70-1f3f-11e7-bf6b-3863bb334450,true,38.899972,-76.998347,6th & H St NE,42,31615,0824bc70-1f3f-11e7-bf6b-3863bb334450,classic
11,false,false,84223eb6-9964-4bd7-85f0-2b6a316c3ba1,true,38.949008,-77.355299,Vy Reston Heights,104,32236,84223eb6-9964-4bd7-85f0-2b6a316c3ba1,classic
19,false,false,30c5787e-6fdb-421d-8eaf-32e652dbeae2,true,38.9243,-76.9859,Rhode Island & Montana Ave NE,42,31526,30c5787e-6fdb-421d-8eaf-32e652dbeae2,classic
15,false,false,115f58ec-eddc-40cf-a789-13517d5df2a4,true,38.921986,-76.960696,South Dakota Ave & 33rd St NE,42,31539,115f58ec-eddc-40cf-a789-13517d5df2a4,classic
15,false,false,1880134928431421876,true,38.941808,-77.07643,Wisconsin Ave & Upton St NW,,31393,1880134928431421876,classic
15,false,false,0825fd09-1f3f-11e7-bf6b-3863bb334450,true,38.997653,-77.034499,Spring St & 2nd Ave,44,32050,0825fd09-1f3f-11e7-bf6b-3863bb334450,classic
39,false,false,1923638474906011698,true,38.902677,-77.035866,16th & K St NW/BLM Plaza,,31335,1923638474906011698,classic
15,false,false,0825962a-1f3f-11e7-bf6b-3863bb334450,true,39.123513,-77.15741,Needwood Rd & Eagles Head Ct,43,32018,0825962a-1f3f-11e7-bf6b-3863bb334450,classic
15,false,false,0825feb6-1f3f-11e7-bf6b-3863bb334450,true,38.896456,-77.104562,Langston Blvd & N Monroe St,41,31092,0825feb6-1f3f-11e7-bf6b-3863bb334450,classic
19,false,false,08251f93-1f3f-11e7-bf6b-3863bb334450,true,38.922649,-77.077271,39th & Calvert St NW / Stoddert,42,31306,08251f93-1f3f-11e7-bf6b-3863bb334450,classic
23,false,false,c7402dc0-b498-47b0-8977-2b9d671a62bb,true,38.939674172021654,-77.07527697086334,Wisconsin Ave & Rodman St NW,42,31333,c7402dc0-b498-47b0-8977-2b9d671a62bb,classic
11,false,false,0825548f-1f3f-11e7-bf6b-3863bb334450,true,38.889908,-76.983326,15th & East Capitol St NE,42,31630,0825548f-1f3f-11e7-bf6b-3863bb334450,classic
